sample_id,pae_mean,pae_min,pae_max,pae_std,pae_median,pae_p10,pae_p90,pae_frac_lt_5,pae_frac_gt_15,pae_asymmetry
v2099_rs_2_n0,13.444531,0.8,27.5,11.099161,13.1,0.9,25.7,0.4296875,0.49609375,1.4515624
v929_rs_0_n0,8.769114,0.8,22.4,6.1637807,6.4,1.8,16.8,0.41412742382271467,0.25277008310249305,2.3207755
v227_ss_3_n0,14.236621,0.8,29.9,10.247621,10.9,2.1,27.9,0.25706771860618016,0.40368178829717294,2.4111767
v554_ss_1_n0,4.1346684,0.8,14.9,2.3638387,3.85,1.4,6.9,0.7099609375,0.0,1.4947267
v997_ss_4_n0,4.8750625,0.8,18.4,3.3494399,4.4,1.3,8.9,0.55625,0.015,1.9853749
v2072_rs_0_n0,9.824999,0.8,25.8,8.665362,4.5,1.4,21.3,0.5207612456747405,0.39273356401384085,1.5634947
v1902_rs_3_n0,15.7296,0.8,30.1,11.703186,12.7,1.3400002,29.0,0.2992,0.4768,1.9014398
v2029_ss_1_n0,10.343075,0.8,25.6,7.782421,7.3,1.7,21.3,0.4085872576177285,0.3691135734072022,3.0523543
v258_ss_0_n0,12.1828575,0.8,28.2,10.169889,6.9,1.7,26.4,0.40816326530612246,0.3820408163265306,2.2537143
v2070_rs_3_n0,8.111934,0.8,19.8,5.3704553,7.1,1.4,15.520001,0.41838134430727025,0.12071330589849108,2.3045268
v519_ss_4_n0,10.621476,0.8,25.2,7.9609904,7.4,1.8,22.3,0.36287923854848303,0.3599048185603807,3.1408684
v937_ss_0_n0,3.08218,0.8,10.6,1.5649804,3.0,1.2,4.8,0.9100346020761245,0.0,0.8930796
v52_ss_4_n0,4.1447268,0.8,12.4,2.1130342,4.1,1.4,6.9,0.716796875,0.0,1.4132813
v991_ss_4_n0,5.4244595,0.8,15.6,4.1353745,3.3,1.2,11.35,0.5972222222222222,0.0015432098765432098,1.0436729
v421_ss_3_n0,12.867677,0.8,27.7,9.86229,9.0,1.6,25.6,0.3415977961432507,0.41781450872359965,2.696235
v431_ss_0_n0,8.595482,0.8,22.4,5.595686,9.4,1.5,15.3,0.361474435196195,0.11652794292508918,2.158383
v2104_rs_2_n0,6.9392734,0.8,18.4,3.794514,6.9,1.8,11.95,0.33217993079584773,0.023356401384083045,2.4598618
v888_ss_0_n0,7.1604896,0.8,18.5,4.3415456,6.3,1.7,12.6,0.41061224489795917,0.022857142857142857,1.6303673
v2084_rs_2_n0,5.8984375,0.8,23.3,3.8297508,5.8,1.5,10.369995,0.41796875,0.0302734375,2.2679687
v377_ss_2_n0,8.261391,0.8,22.9,5.0882974,9.2,1.4,14.55,0.32840236686390534,0.07692307692307693,2.026923
v1784_rs_3_n0,1.9591837,0.8,4.8,0.774396,1.9,1.0,3.0,1.0,0.0,0.4937142
v1929_rs_2_n0,14.97552,0.8,30.3,12.822181,12.5,1.1,29.2,0.4496,0.4768,1.0192
v1891_rs_3_n0,9.67712,0.8,26.7,7.903798,6.0,1.3,21.7,0.44049967126890205,0.3425378040762656,3.4581196
v258_rs_4_n0,3.9909425,0.8,25.7,3.2498164,3.2,1.4,7.3,0.7867056245434624,0.018991964937910884,2.3038714
v375_rs_0_n0,12.488327,0.8,25.6,7.559981,12.2,2.0,21.9,0.22285714285714286,0.4359183673469388,2.9773061
v1827_ss_2_n0,14.734614,0.8,28.7,10.643567,13.25,1.8,26.9,0.3047337278106509,0.47928994082840237,1.9644971
v750_rs_1_n0,12.712842,0.8,26.5,9.184655,9.9,1.7,24.3,0.3210463733650416,0.4304399524375743,2.259453
v2015_ss_3_n0,1.980247,0.8,4.1,0.8682919,1.9,0.8,3.2,1.0,0.0,0.31111112
v1976_rs_1_n0,1.8049382,0.8,3.7,0.74732465,1.8,0.8,2.8,1.0,0.0,0.19753087
v746_ss_0_n0,9.661328,0.8,25.1,7.3701434,9.15,1.0,18.05,0.42578125,0.35546875,1.8554688
v922_rs_0_n0,12.267215,0.8,25.9,8.377148,10.4,1.9,23.3,0.2837370242214533,0.4108996539792388,3.0621107
v970_ss_0_n0,2.7585306,0.8,8.7,1.2975812,2.6,1.2,4.4,0.9395918367346939,0.0,0.7056327
v353_ss_0_n0,3.0642657,0.8,13.4,1.6086239,2.9,1.3,4.9,0.9002770083102493,0.0,1.0229918
v1852_rs_2_n0,9.788157,0.8,26.8,7.14404,7.3,1.6300004,20.4,0.360803324099723,0.27008310249307477,4.121745
v915_ss_2_n0,7.6458445,0.8,22.6,4.3650055,7.9,2.0,12.9,0.3296398891966759,0.055401662049861494,2.5335178
v676_rs_0_n0,11.105,0.8,24.0,7.0257893,10.5,2.0,19.8,0.2777777777777778,0.4177777777777778,2.3695555
v511_ss_4_n0,3.0642657,0.8,13.4,1.6086239,2.9,1.3,4.9,0.9002770083102493,0.0,1.0229918
v67_rs_0_n0,14.925437,0.8,30.9,12.626071,8.85,1.3,30.0,0.413125,0.438125,2.210875
v1995_rs_4_n0,14.336914,0.8,30.5,11.702695,9.0,1.6,29.1,0.37890625,0.4287109375,2.3132813
v178_ss_4_n0,1.6481482,0.8,3.5,0.681884,1.6,0.8,2.5,1.0,0.0,0.16049382
v469_rs_2_n0,13.044118,0.8,27.8,9.34977,9.5,1.8,25.0,0.27854671280276816,0.42301038062283736,2.1432526
v742_rs_1_n0,9.547468,0.8,27.6,7.6165447,5.7,1.7,20.6,0.4378698224852071,0.3530571992110454,2.3798816
v1800_ss_3_n0,5.337012,0.8,15.7,2.7173753,5.2,1.9,9.069995,0.458984375,0.001953125,1.7662109
v267_rs_2_n0,5.378809,0.8,19.2,3.1697772,4.8,1.9,9.569995,0.5214681440443213,0.014542936288088643,2.1459835
v612_ss_2_n0,5.2809687,0.8,14.3,2.744649,5.3,1.6,8.8,0.45501730103806226,0.0,1.7851212
v874_ss_4_n0,10.167326,0.8,24.9,8.477406,5.1,1.5,21.5,0.4953173777315297,0.4120707596253902,1.8867846
v30_ss_4_n0,13.379429,0.8,27.4,9.615021,12.0,2.0,24.4,0.351961950059453,0.4756242568370987,2.4268727
v1856_rs_0_n0,12.538112,0.8,26.7,9.739956,8.4,1.7,24.7,0.37666666666666665,0.42,1.8104445
v861_ss_4_n0,10.929293,0.8,25.1,7.6493073,9.2,1.7,21.0,0.3415977961432507,0.40128558310376494,2.599449
v2036_rs_2_n0,2.5345678,0.8,5.7,1.3015811,2.5,0.8,4.5,0.9382716049382716,0.0,0.8518519
v1871_ss_3_n0,6.1739216,0.8,17.5,4.118716,4.5,1.5,11.7,0.5188246097337006,0.0073461891643709825,1.5353537
v438_ss_1_n0,3.634083,0.8,14.5,2.1417778,3.3,1.2,6.05,0.8278546712802768,0.0,1.335986
v1944_ss_2_n0,11.550977,0.8,24.8,7.102532,11.2,2.3,21.2,0.2412109375,0.388671875,3.2074218
v763_rs_2_n0,8.261391,0.8,22.9,5.0882974,9.2,1.4,14.55,0.32840236686390534,0.07692307692307693,2.026923
v1816_rs_1_n0,4.048126,0.8,15.4,2.2845519,3.9,1.4,6.8,0.7096966091612136,0.001189767995240928,1.5958359
v1952_rs_4_n0,10.766493,0.8,24.6,6.8173647,10.8,2.1,19.3,0.31217481789802287,0.3839750260145682,2.4274714
v931_ss_0_n0,7.9436526,0.8,20.9,4.1194587,7.7,2.0,13.9,0.21875,0.0625,2.7814455
v1817_ss_3_n0,5.9674807,0.8,19.5,3.4936867,6.2,1.5,10.0,0.4365234375,0.0166015625,2.0650392
v225_ss_3_n0,6.667184,0.8,16.2,4.584932,4.7,1.6,12.8,0.5102040816326531,0.004081632653061225,1.3490613
v2051_rs_1_n0,14.4513,0.8,29.9,11.509359,8.9,1.4,28.9,0.3485952133194589,0.43912591050988553,2.9075963
v67_ss_2_n0,14.733876,0.8,31.3,12.677797,7.7,1.9400009,30.8,0.4,0.3995061728395062,1.8418767
v1987_rs_0_n0,4.1135273,0.8,13.3,2.2442443,3.7,1.4,7.2,0.7190426638917794,0.0,1.6160251
v351_rs_0_n0,4.6164126,0.8,14.6,2.6410043,4.6499996,1.2,8.0,0.5249307479224377,0.0,1.4995846
v657_rs_2_n0,3.578979,0.8,12.9,2.091865,3.1,1.25,6.3,0.8096885813148789,0.0,1.5690311
v70_rs_4_n0,13.656806,0.8,30.3,11.372727,7.9,1.7,28.7,0.39177693761814747,0.41540642722117205,3.0192816
v906_ss_3_n0,2.8192906,0.8,7.8,1.1942407,2.7,1.3,4.3500004,0.9480968858131488,0.0,0.7389274
v2063_rs_1_n0,14.242456,0.8,27.9,8.960346,13.75,2.05,24.6,0.23372781065088757,0.4896449704142012,2.27071
v1785_ss_3_n0,2.0493827,0.8,4.9,0.96098244,2.0,0.8,3.5,1.0,0.0,0.53333336
v2091_ss_4_n0,6.246064,0.8,19.9,3.7299175,5.7,1.6,11.45,0.39274691358024694,0.02546296296296296,2.3461418
v2093_rs_1_n0,14.339751,0.8,29.8,13.0033245,3.1,0.9,28.5,0.505,0.495,0.99149996
v2084_rs_1_n0,6.285075,0.8,18.2,3.6736252,6.2,1.7,10.9,0.43984220907297833,0.011834319526627219,2.1809335
v47_ss_4_n0,2.300104,0.8,5.4,0.84676653,2.3,1.2,3.4,0.9927159209157128,0.0,0.42580646
v2020_ss_0_n0,11.97883,0.8,28.4,10.036957,6.3,1.7,26.3,0.4095989480604865,0.3800131492439185,3.025904
v212_ss_0_n0,6.52432,0.8,22.2,4.1845226,5.95,1.5,12.2,0.45068027210884354,0.024376417233560092,2.4393425
v2_rs_1_n0,2.593827,0.8,6.7,1.3715221,2.5,0.8,4.5,0.9382716049382716,0.0,0.80246913
v451_rs_1_n0,3.6352222,0.8,10.9,2.0756507,3.3,1.4,6.7,0.8111111111111111,0.0,1.5762223
v995_rs_0_n0,6.493938,0.8,18.8,3.5670023,6.4,1.8900009,11.209997,0.386875,0.010625,2.1828752
v1910_ss_2_n0,5.826662,0.8,17.7,3.7993808,5.2,1.2,10.7,0.4952520087655223,0.006574141709276844,1.9124908
v837_ss_2_n0,11.7595,0.8,28.8,10.280666,5.9,1.7,26.4,0.441875,0.35125,2.09875
v603_rs_2_n0,9.685389,0.8,24.4,6.7078176,8.0,1.6,18.6,0.3681632653061224,0.3240816326530612,2.6471837
v251_ss_3_n0,2.832154,0.8,7.2,1.3158193,2.6,1.2,4.7,0.9344432882414152,0.0,0.41810614
v543_rs_3_n0,3.5962539,0.8,11.4,1.7405151,3.5,1.3,5.6,0.8324661810613944,0.0,1.1050988
v555_ss_1_n0,7.9429502,0.8,21.3,6.0816946,4.9,1.5,16.6,0.5032718619869125,0.23497917906008328,1.8071387
v924_ss_0_n0,12.678858,0.8,28.8,10.528891,7.2,1.7,27.1,0.41061224489795917,0.3836734693877551,2.484245
v463_rs_1_n0,8.079937,0.8,23.0,5.8763566,5.4,1.6,16.0,0.46875,0.171875,2.154125
v320_ss_0_n0,5.4797664,0.8,18.7,3.5431774,4.9,1.3,10.019995,0.5010956902848794,0.013148283418553688,1.9190651
v1937_ss_0_n0,3.6179593,0.8,16.5,2.1092653,3.2,1.4,5.9599977,0.8277551020408164,0.0016326530612244899,1.3289796
v288_ss_4_n0,12.107716,0.8,26.9,8.074245,10.5,2.1,22.7,0.2800925925925926,0.41898148148148145,2.892284
v917_ss_3_n0,9.8635025,0.8,24.7,7.8471045,6.6,1.2,20.7,0.44675925925925924,0.37962962962962965,2.5498457
v658_ss_0_n0,6.6823244,0.8,18.8,3.7229533,7.0,1.7,11.3,0.3740234375,0.0146484375,2.125586
v769_rs_0_n0,12.978613,0.8,28.2,10.076084,8.75,1.8,26.2,0.3603515625,0.416015625,2.4357421
v996_rs_0_n0,9.440039,0.8,24.4,8.827003,3.3,1.1,21.3,0.5595703125,0.404296875,1.4019532
v940_ss_0_n0,8.168878,0.8,18.9,6.037867,5.5,1.3300003,16.2,0.48341836734693877,0.20790816326530612,1.5163265
v602_ss_0_n0,12.481249,0.8,27.1,9.580293,8.9,1.5300003,24.7,0.357421875,0.4248046875,2.6953125
v1796_rs_2_n0,2.0803711,0.8,6.4,0.87785,2.0,1.0,3.2,0.9931640625,0.0,0.53378904
v217_ss_4_n0,12.772716,0.8,29.3,11.061581,7.1499996,1.6,28.3,0.407202216066482,0.3649584487534626,2.4512465
v794_ss_1_n0,2.1352615,0.8,5.2,0.7688172,2.1,1.1,3.1,0.9990817263544536,0.0,0.37263542
v844_ss_2_n0,8.542975,0.8,27.6,10.537041,2.0,0.8,25.0,0.6942148760330579,0.2975206611570248,0.64958674
v862_ss_4_n0,12.411667,0.8,25.6,8.493014,10.6,1.8,23.3,0.2788888888888889,0.43444444444444447,2.375333
v540_rs_3_n0,15.57648,0.8,29.8,11.778637,11.0,1.7,28.9,0.3216,0.4608,1.5932801
v993_ss_2_n0,6.4448304,0.8,19.7,4.2644496,5.5,1.6,12.5,0.4791666666666667,0.021604938271604937,1.8344135
v2100_ss_4_n0,11.982249,0.8,28.8,11.56802,2.7,0.9,27.02,0.5384615384615384,0.4260355029585799,1.3372781
v911_rs_2_n0,9.370065,0.8,22.2,5.395065,10.1,2.1,16.0,0.28558310376492196,0.15426997245179064,2.3959596
v1847_rs_1_n0,8.422222,0.8,20.8,7.8479776,3.9,0.9,19.7,0.5972222222222222,0.3541666666666667,1.063889
v81_rs_0_n0,14.447294,0.8,29.5,10.444567,11.4,2.2,27.6,0.2861392028554432,0.45211183819155265,3.144676
v425_rs_2_n0,3.3772266,0.8,15.1,2.0689793,3.0,1.4,5.4,0.8824609733700642,0.0009182736455463728,1.2528925
v1822_ss_3_n0,3.198,0.8,8.6,1.9469453,2.95,0.89000005,6.1199994,0.84,0.0,1.44
v341_rs_3_n0,7.030566,0.8,18.0,4.049599,7.2,1.6,12.169995,0.3818359375,0.013671875,2.0216796
v1922_rs_3_n0,13.237284,0.8,28.6,10.349577,8.35,1.6,26.6,0.32698961937716264,0.4013840830449827,2.250346
v1799_rs_2_n0,10.033795,0.8,24.0,7.284408,7.9,1.7,20.6,0.3898891966759003,0.3337950138504155,3.3105266
v250_ss_3_n0,8.666204,0.8,21.3,6.094091,6.55,1.6,16.9,0.4112654320987654,0.24305555555555555,2.0484567
v565_ss_0_n0,3.0642657,0.8,13.4,1.6086239,2.9,1.3,4.9,0.9002770083102493,0.0,1.0229918
v1989_ss_1_n0,11.446005,0.8,27.0,9.78789,5.5,1.6,24.2,0.47474747474747475,0.4022038567493113,1.7654729
v265_rs_4_n0,2.9299803,0.8,11.5,1.4605019,2.8,1.2,4.8,0.9132149901380671,0.0,0.8811308
v680_ss_2_n0,9.200131,0.8,24.2,7.3463445,5.4,1.5,19.4,0.4707429322813938,0.3609467455621302,2.7158446
v1724_ss_4_n0,3.382045,0.8,13.1,1.7220051,3.2,1.4,5.4,0.8620689655172413,0.0,1.313912
v429_rs_3_n0,5.1565995,0.8,19.7,3.0349777,4.7,1.7,8.9,0.549346016646849,0.011890606420927468,2.113912
v64_ss_0_n0,3.9521627,0.8,20.0,3.55531,2.8,1.1,8.3,0.7802768166089965,0.023356401384083045,2.5614188
v247_rs_4_n0,2.9236913,0.8,14.1,2.0650017,2.4,1.0800003,5.5,0.8806244260789715,0.0,1.3349863
v338_rs_1_n0,15.610886,0.8,29.4,10.550173,20.1,1.6,27.3,0.30385487528344673,0.5351473922902494,1.8857142
v1922_rs_2_n0,2.790051,0.8,9.0,1.3623128,2.6,1.2,4.6,0.9323979591836735,0.0,0.9867347
v790_ss_4_n0,8.842424,0.8,21.5,5.1945457,9.4,1.7,15.5,0.28558310376492196,0.1349862258953168,2.5752068
v567_ss_0_n0,5.559895,0.8,15.0,3.0599287,5.9,1.4,9.3,0.44970414201183434,0.0,1.9221566
v760_ss_1_n0,5.302041,0.8,18.9,3.2638206,5.1,1.4,9.2,0.46448979591836737,0.019591836734693877,2.1469388
v645_ss_2_n0,12.592819,0.8,28.7,10.873995,6.1499996,1.4,27.0,0.43858131487889274,0.3961937716262976,2.1593425
v71_ss_3_n0,7.035417,0.8,19.0,4.2354727,6.75,1.3,12.379999,0.3472222222222222,0.04861111111111111,2.5097222
v236_ss_2_n0,3.1654527,0.8,14.2,1.8539417,3.0,1.1,5.1,0.886576482830385,0.0,1.1775235
v655_ss_3_n0,12.380445,0.8,25.9,9.0491905,9.25,1.7900001,23.8,0.32222222222222224,0.42333333333333334,2.140889
v71_ss_1_n0,6.442361,0.8,17.3,3.9200442,6.3,1.2,11.279999,0.375,0.020833333333333332,1.8541666
v2065_ss_3_n0,6.7840815,0.8,21.0,4.827004,4.6,1.4,13.1,0.516734693877551,0.027755102040816326,1.6782042
v646_rs_3_n0,5.302041,0.8,18.9,3.2638206,5.1,1.4,9.2,0.46448979591836737,0.019591836734693877,2.1469388
v1826_ss_4_n0,13.94922,0.8,29.6,11.331041,8.4,1.5,28.2,0.36628511966701355,0.42455775234131116,2.5290322
v423_ss_0_n0,3.0642657,0.8,13.4,1.6086239,2.9,1.3,4.9,0.9002770083102493,0.0,1.0229918
v1928_rs_3_n0,1.4679013,0.8,3.1,0.58790845,1.4,0.8,2.2,1.0,0.0,0.1802469
v1769_ss_1_n0,3.1483564,0.8,9.0,1.4457461,3.1,1.3,5.0,0.8889700511322133,0.0,0.7481373
v2144_rs_3_n0,14.610584,0.8,30.0,12.021549,9.3,1.4,29.0,0.3947681331747919,0.4470868014268728,2.3350773
v2116_ss_4_n0,13.324568,0.8,30.0,11.703914,6.75,1.4,28.8,0.3624567474048443,0.3892733564013841,1.6079586
v33_ss_2_n0,14.165051,0.8,30.3,11.630804,8.4,1.6,29.2,0.35899653979238755,0.4100346020761246,2.7055361
v829_ss_4_n0,12.128124,0.8,25.8,8.989824,8.55,1.9,23.7,0.34375,0.4072265625,2.0625
v1808_rs_3_n0,11.645605,0.8,25.2,8.189991,8.799999,1.9,22.1,0.3251953125,0.41015625,1.9947265
v1746_ss_2_n0,3.4191356,0.8,25.5,3.1672351,2.7,1.2,5.5,0.8765432098765432,0.020061728395061727,1.816358
v187_ss_3_n0,9.185185,0.8,22.1,6.743217,6.3,1.4,18.32,0.42661179698216734,0.289437585733882,1.9034295
v1725_ss_1_n0,7.5092745,0.8,21.3,4.1504793,8.3,1.7,12.2,0.3162901307966706,0.029726516052318668,2.484899
v699_ss_3_n0,5.0504932,0.8,15.8,2.5995374,5.1,1.6,8.1,0.482577251808021,0.0013149243918474688,1.6996713
v351_rs_3_n0,3.6881487,0.8,12.0,2.161156,3.4,1.2,6.7,0.7759515570934256,0.0,1.3198961
v2144_rs_4_n0,13.924524,0.8,30.3,11.0509615,9.3,2.0,29.1,0.31886916502301116,0.3800131492439185,2.7876396
v1983_ss_4_n0,1.8585647,0.8,4.1,0.60896397,1.8,1.1,2.7,1.0,0.0,0.23996913
v554_rs_1_n0,4.2813334,0.8,13.8,2.5641646,3.7,1.2,7.4,0.5566666666666666,0.0,0.8937778
v1861_ss_1_n0,12.484898,0.8,28.0,9.983604,7.6,1.8400002,26.1,0.3795918367346939,0.3902040816326531,2.694531
v631_ss_0_n0,6.2223597,0.8,15.1,3.6007516,6.3,1.5,10.720001,0.4499314128943759,0.0027434842249657062,1.5497943
v851_rs_4_n0,10.493006,0.8,26.5,9.868592,4.6,1.3,24.6,0.5311634349030471,0.36149584487534625,1.4333795
v2020_rs_0_n0,12.255995,0.8,27.1,9.863611,7.25,1.5,24.7,0.41581632653061223,0.4362244897959184,1.8982142
v462_rs_3_n0,13.984295,0.8,29.8,11.116264,8.6,2.0,28.9,0.30533235938641345,0.3907962016070124,2.1859753
v269_rs_3_n0,13.345806,0.8,27.7,10.013739,14.2,1.2,24.8,0.3424036281179138,0.4943310657596372,1.897052
v1794_ss_3_n0,8.216122,0.8,23.3,5.4927073,6.8,1.7,15.7,0.3854848304580607,0.13325401546698393,2.9738252
v782_rs_4_n0,8.787345,0.8,21.7,5.3509946,8.5,1.8,15.95,0.33719135802469136,0.15200617283950618,2.5268517
v343_ss_2_n0,5.4797664,0.8,18.7,3.5431774,4.9,1.3,10.019995,0.5010956902848794,0.013148283418553688,1.9190651
v384_rs_1_n0,6.2704105,0.8,19.6,3.4737203,6.4,1.9,10.369995,0.3935546875,0.0185546875,1.9345703
v1782_ss_3_n0,9.634623,0.8,25.7,7.9194674,5.7,1.4,21.1,0.4704163623082542,0.36523009495982467,2.6915998
v364_rs_0_n0,2.9436386,0.8,8.5,1.3900994,2.7,1.2,4.8,0.915576694411415,0.0,1.0092747
v178_ss_2_n0,9.750413,0.8,23.2,6.1402917,9.3,1.8,18.319994,0.2938475665748393,0.2231404958677686,2.811754
v2046_rs_3_n0,6.900086,0.8,19.0,5.591008,3.5,1.4,14.799999,0.5856401384083045,0.08391003460207612,1.2949827
v2143_ss_4_n0,7.207222,0.8,17.9,4.5069284,6.4,1.7,13.1,0.4533333333333333,0.024444444444444446,1.7397778
v882_rs_1_n0,13.804682,0.8,29.9,11.49545,7.6,1.7,28.9,0.3755739210284665,0.39944903581267216,2.2756658
v2009_rs_3_n0,5.3968754,0.8,17.6,3.1079268,5.4,1.3300003,9.5,0.4443359375,0.0048828125,2.1722655
v741_rs_4_n0,11.805375,0.8,28.0,9.808008,7.0,1.7,25.3,0.400625,0.355625,2.19625
v1904_rs_2_n0,15.525252,0.8,29.6,10.620127,14.5,1.5,28.3,0.2874196510560147,0.4820936639118457,1.8170799
v550_rs_4_n0,10.756556,0.8,23.4,8.059456,7.1499996,1.6,21.0,0.39666666666666667,0.42,1.8326666
v682_ss_1_n0,12.825971,0.8,29.1,10.415895,8.2,1.5,27.3,0.33725761772853186,0.37534626038781166,2.5934904
v987_ss_1_n0,3.157633,0.8,12.8,2.0798316,2.7,1.2,5.6,0.8780131482834186,0.0,1.3796933
v1769_ss_3_n0,10.061651,0.8,24.2,7.4733057,6.8,1.6,20.8,0.38787436084733384,0.3739956172388605,2.991965
v2007_rs_2_n0,2.0209875,0.8,3.9,0.853998,2.1,0.8,3.2,1.0,0.0,0.2888889
v184_rs_0_n0,9.773271,0.8,22.7,6.981923,7.0,1.7,19.0,0.3719723183391003,0.38235294117647056,1.8544981
v1806_rs_2_n0,7.762626,0.8,23.2,5.4005446,6.4,1.6,15.2,0.42699724517906334,0.10743801652892562,2.7245178
v355_rs_2_n0,6.939853,0.8,21.0,4.6634946,7.0,1.2,12.9,0.42424242424242425,0.030303030303030304,2.4868686
v37_ss_1_n0,4.4211836,0.8,17.2,2.374934,4.0,1.6,7.5,0.6705624543462382,0.0014609203798392988,1.6140249
v884_ss_0_n0,13.789117,0.8,30.2,11.3203,8.3,1.7,28.9,0.3162892622352082,0.38860482103725347,1.8844413
v564_rs_3_n0,2.422022,0.8,10.7,1.176307,2.2,1.2,3.6,0.9563711911357341,0.0,0.8058172
v403_rs_2_n0,1.7728395,0.8,3.4,0.7395381,1.8,0.8,2.8,1.0,0.0,0.24691358
v534_ss_2_n0,3.2794764,0.8,11.2,1.6725773,3.0,1.3,5.3,0.8720999405116002,0.0,1.092445
v249_rs_3_n0,12.018241,0.8,25.3,8.611934,9.4,1.7,22.6,0.3380102040816326,0.4362244897959184,1.9716837
v981_ss_1_n0,8.787345,0.8,21.7,5.3509946,8.5,1.8,15.95,0.33719135802469136,0.15200617283950618,2.5268517
v698_rs_1_n0,9.06946,0.8,24.3,5.564247,8.85,1.6,16.0,0.29986149584487537,0.17520775623268697,3.1959834
v1960_rs_4_n0,11.182179,0.8,25.9,9.076256,6.3,1.5,23.6,0.4282006920415225,0.3953287197231834,2.550173
v2030_ss_2_n0,14.515664,0.8,30.0,11.274059,11.2,1.3,28.2,0.32947530864197533,0.46064814814814814,2.7998457
v427_ss_0_n0,2.5277777,0.8,7.5,1.1066298,2.4,1.2,4.0,0.9645061728395061,0.0,0.6984568
v461_ss_4_n0,3.523667,0.8,12.2,1.7795308,3.2,1.5,5.9,0.8356464572680788,0.0,1.2860482
v225_rs_2_n0,2.5407345,0.8,10.4,1.375137,2.3,1.1,4.0,0.9461224489795919,0.0,0.86693877
v1822_ss_1_n0,3.9262962,0.8,14.1,2.1368165,3.5,1.4800003,6.7,0.760409057706355,0.0,1.6574142
v260_ss_3_n0,3.8825262,0.8,15.5,2.3876097,3.5,1.4,6.7,0.8027681660899654,0.0008650519031141869,1.6197232
v296_ss_4_n0,12.128124,0.8,25.8,8.989824,8.55,1.9,23.7,0.34375,0.4072265625,2.0625
v46_ss_3_n0,10.501841,0.8,27.6,9.857814,4.4,1.4,25.0,0.5358316896778436,0.35502958579881655,1.7376726
v2146_ss_1_n0,5.395033,0.8,17.2,3.1354342,5.2,1.7,9.8,0.4828341855368882,0.0029218407596785976,1.7463843
v1756_ss_1_n0,6.1304784,0.8,16.1,3.0637398,6.3,2.0,10.0,0.3449074074074074,0.0030864197530864196,2.0816357
v1728_ss_1_n0,13.119133,0.8,27.4,9.79438,9.2,1.8,25.2,0.33290816326530615,0.4362244897959184,2.3091836
v75_rs_2_n0,7.2541666,0.8,19.4,4.4165072,7.3,1.23,12.469999,0.3402777777777778,0.05555555555555555,1.9861112
